id,name,year,artist_id,category_id
6724,David,1839,1484,110
6725,Sarah,925,3276,93
6726,David,1287,2686,53
6727,Tracie,1992,3350,102
6728,Mitchell,1781,1874,94
6729,Caleb,1001,1832,54
6730,Bethany,1411,4063,111
6731,Bruce,975,4010,94
6732,Patricia,1607,3009,36
6733,Ray,1350,4489,135
6734,Jessica,967,1878,5
6735,Tina,823,4364,89
6736,Joseph,934,2988,24
6737,Emily,1304,12,88
6738,Sarah,1131,1373,26
6739,Jessica,1878,2340,76
6740,Rebecca,929,2599,141
6741,Christina,1393,3910,126
6742,Michael,2021,3138,88
6743,Danielle,1928,2713,79
6744,Lisa,1307,4623,73
6745,Jacqueline,1536,2949,121
6746,Carlos,1064,3414,127
6747,David,1381,2864,126
6748,Tracy,873,4127,126
6749,Edwin,1536,4565,98
6750,Zachary,1402,105,58
6751,James,1971,3356,50
6752,Jacob,1325,1815,60
6753,Alyssa,2010,3117,129
6754,Matthew,2006,3336,117
6755,Jessica,1205,3991,111
6756,Amber,1219,3100,25
6757,Alicia,815,3981,88
6758,Robert,863,2571,56
6759,Debra,1759,3377,132
6760,Laura,1325,654,3
6761,Adam,1556,3538,86
6762,Julie,1590,3660,90
6763,Anna,1840,1722,14
6764,Wendy,938,4336,99
6765,Tracy,1782,727,19
6766,Ricardo,1485,434,144
6767,Ryan,1078,2769,26
6768,Henry,1588,1608,14
6769,Derrick,934,3513,123
6770,Allison,1452,4931,122
6771,Stephanie,2004,840,112
6772,Rebecca,1209,831,139
6773,Alicia,1170,1835,8
6774,Jillian,1302,2390,10
6775,Stacy,1361,2825,94
6776,Diana,1010,1373,115
6777,Timothy,1199,4459,26
6778,Nicole,1131,3375,94
6779,Jasmine,1963,1376,12
6780,Theodore,1043,1257,43
6781,Thomas,1290,2014,117
6782,Raymond,1838,1612,51
6783,Amanda,1754,1241,79
6784,Matthew,796,2360,108
6785,John,1670,2303,30
6786,Patricia,1286,3232,100
6787,Andrew,1153,2759,5
6788,Miranda,1280,4126,8
6789,Kyle,1660,3749,106
6790,Willie,1629,4497,51
6791,Sarah,971,4984,54
6792,Hannah,1930,4116,76
6793,Angela,1484,2377,65
6794,Monica,1890,4736,110
6795,Bradley,1493,2152,104
6796,Jason,1070,1142,24
6797,Regina,1111,4346,86
6798,Elizabeth,1574,1551,100
6799,Chris,1240,1112,78
6800,Luke,1339,4783,51
6801,Tammy,1451,1885,54
6802,Gregory,953,1387,81
6803,Jennifer,1312,1330,20
6804,Ashley,1197,927,110
6805,Ricardo,1133,3844,123
6806,Kathleen,1632,1218,112
6807,Anthony,2007,4145,46
6808,Robert,867,4650,138
6809,Xavier,1602,4555,51
6810,Daniel,1314,4117,125
6811,Audrey,1411,1158,144
6812,Stephen,1381,4242,29
6813,Angela,926,4686,4
6814,Matthew,1254,978,73
6815,Matthew,1470,3214,16
6816,Elizabeth,1835,3218,63
6817,Leslie,1587,3437,8
6818,Blake,1467,2844,22
6819,Barbara,1053,293,58
6820,Cheryl,1062,3877,63
6821,Tanya,1447,2991,119
6822,Tammy,1885,3395,137
6823,Ian,1166,3441,105
6824,Vanessa,1138,1630,35
6825,Connor,1964,590,108
6826,Alexis,1594,1800,19
6827,Michael,1474,521,68
6828,Angela,1886,1791,43
6829,James,1145,4084,59
6830,Christopher,1044,3459,36
6831,Tanya,987,3684,63
6832,Alyssa,1942,1525,39
6833,Manuel,908,648,56
6834,Tiffany,1950,4150,60
6835,Sean,1019,4295,71
6836,Joseph,1942,364,45
6837,Chelsea,940,4546,55
6838,Lisa,1152,3809,114
6839,Timothy,1703,12,139
6840,Carla,1350,2682,122
6841,Tara,1388,1426,79
6842,Jaime,1178,3066,102
6843,Julie,1994,1864,119
6844,Vanessa,833,3040,21
6845,Holly,1846,311,75
6846,Emily,2018,2258,104
6847,Melanie,818,3305,101
6848,Megan,947,4215,37
6849,Daniel,1605,4756,141
6850,Heather,1937,2013,57
6851,David,1553,569,99
6852,Travis,1859,3600,117
6853,Michael,1495,673,99
6854,Jason,994,4892,39
6855,Dylan,1258,3292,115
6856,Sarah,1859,4195,95
6857,Brian,881,2520,110
6858,Derek,1479,4470,24
6859,Robert,918,4002,143
6860,Levi,853,2284,45
6861,Chelsea,1211,2070,135
6862,Connie,1045,329,98
6863,Eugene,1096,1033,14
6864,Brian,1787,4673,26
6865,Brittany,823,3073,59
6866,Edgar,1225,3779,73
6867,Frederick,1882,4224,51
6868,Cindy,1060,2113,55
6869,Jerry,822,1938,63
6870,Diane,1219,4155,80
6871,Paula,1489,507,34
6872,Deborah,1882,2062,25
6873,Benjamin,1761,2424,87
6874,Lisa,1936,1190,61
6875,Tristan,1384,284,11
6876,Eric,1429,1533,123
6877,William,1877,2616,52
6878,Sara,1193,570,58
6879,Jacob,1310,3226,101
6880,Amy,1236,3715,50
6881,Kenneth,1449,3370,24
6882,Elizabeth,1805,3610,63
6883,Travis,1146,3877,83
6884,Christian,807,764,132
6885,David,1191,1872,70
6886,Nicole,1903,1016,56
6887,Gregory,1213,1390,125
6888,Kyle,1967,2194,139
6889,Jessica,1534,2363,115
6890,Brian,791,1517,26
6891,Joy,1293,4836,56
6892,Christopher,1083,2569,108
6893,Robert,1987,4768,2
6894,James,1078,375,89
6895,Kelly,1953,3195,139
6896,Danielle,1118,1550,19
6897,Catherine,1318,204,96
6898,Rebecca,1015,3675,79
6899,Nathaniel,1265,4234,22
6900,Nicholas,845,4085,142
6901,Marie,1186,2716,55
6902,Cynthia,1069,4161,46
6903,Stephanie,790,1688,128
6904,Erin,1285,251,6
6905,Steven,1221,1293,83
6906,Stephanie,873,2937,58
6907,Angel,1181,3912,113
6908,Nathaniel,1466,3897,3
6909,Anne,1420,3954,16
6910,Sean,987,2053,77
6911,April,1209,4724,80
6912,Kyle,1554,2207,67
6913,Caleb,867,2326,40
6914,Alan,913,3331,77
6915,Jacqueline,1229,1084,111
6916,Peter,812,2513,98
6917,Natalie,1898,3299,135
6918,Heather,1468,1835,31
6919,Jeffrey,1838,351,103
6920,Brandi,1532,227,23
6921,Lisa,1027,4194,32
6922,Kathy,1349,4613,78
6923,Sonya,794,4,19
6924,Barbara,1987,515,143
6925,Steve,1199,548,70
6926,Heather,1335,4446,0
6927,Danielle,1566,4259,101
6928,Gerald,1876,2793,121
6929,Virginia,1214,69,114
6930,Laurie,1907,4522,95
6931,Michael,1021,4703,125
6932,Joel,1010,3317,74
6933,Anthony,1671,3218,129
6934,Anna,801,4145,142
6935,Brian,1179,4838,13
6936,Tyler,1105,3422,135
6937,Ronald,2023,2056,52
6938,Sharon,1523,891,111
6939,Gabriel,1983,3302,5
6940,Amanda,1240,4558,2
6941,Stephanie,1041,1801,16
6942,Brian,1137,3436,88
6943,Rachael,1957,715,64
6944,Cody,767,4601,123
6945,Hannah,1111,3528,54
6946,Lisa,1963,967,86
6947,Michael,917,4270,57
6948,Monique,1670,243,124
6949,Nicholas,1533,1381,54
6950,Kenneth,802,4557,23
6951,Brandon,1382,4594,138
6952,Grace,1514,3520,107
6953,Ryan,1605,2942,115
6954,Billy,1470,4341,139
6955,Brittany,1773,1325,10
6956,Ethan,2005,2207,141
6957,Faith,936,190,56
6958,Joy,778,3984,90
6959,Christopher,831,1359,9
6960,Lisa,1644,2964,101
6961,Nicole,1825,1032,87
6962,Amy,1023,4699,63
6963,Victoria,1434,3661,80
6964,Stephanie,1376,4715,23
6965,Aaron,1076,3605,69
6966,Kayla,1818,4185,45
6967,Gary,1487,3798,6
6968,Tim,1813,558,106
6969,Nicole,1767,3593,8
6970,Kelly,990,3236,113
6971,Allen,1094,3634,61
6972,Jeffery,1470,3024,95
6973,Michelle,1456,2582,102
6974,Allison,2002,1809,98
6975,Matthew,958,1882,112
6976,Melissa,955,1967,86
6977,Ian,1855,232,75
6978,James,828,2572,54
6979,Kevin,1035,455,107
6980,Randall,1385,2995,122
6981,Adam,1664,3971,82
6982,Meghan,1247,2986,64
6983,Curtis,1991,3921,83
6984,Lisa,1496,1264,4
6985,Carol,1136,1213,26
6986,Melissa,790,1370,35
6987,Annette,1430,651,33
6988,Timothy,1259,1802,85
6989,Sandra,1849,834,42
6990,Robert,1817,3150,50
6991,Jessica,828,2808,52
6992,Frederick,1039,753,128
6993,Ronald,1578,4494,6
6994,Billy,978,2517,9
6995,Javier,1086,60,41
6996,Kristy,933,642,121
6997,Mary,1394,3771,48
6998,Pamela,1737,668,32
6999,Nancy,793,3432,130
7000,Jacqueline,1863,1331,101
7001,Elizabeth,1286,4201,77
7002,Timothy,840,4808,99
7003,Jason,1958,4143,82
7004,David,1946,273,73
7005,Lynn,994,2442,117
7006,Shawn,1066,4612,68
7007,Kyle,994,307,48
7008,Christopher,1706,366,7
7009,Andres,1731,1432,89
7010,Jason,798,422,90
7011,Joseph,1378,793,71
7012,Edward,1039,3969,41
7013,Vanessa,1027,2313,129
7014,Ryan,2006,2837,1
7015,Marc,1407,4448,85
7016,David,1156,748,64
7017,Kevin,1569,4454,92
7018,Tonya,1619,3848,141
7019,Bryan,1637,537,60
7020,Helen,1784,1283,89
7021,Juan,1518,1129,133
7022,Nathan,1388,722,96
7023,Christopher,1958,1791,64
7024,Sheila,1721,2423,23
7025,John,1668,3610,82
7026,James,1796,1822,44
7027,Lisa,1894,967,27
7028,Ricky,1068,4762,27
7029,Derek,1754,390,142
7030,Margaret,1192,4100,34
7031,Steven,1114,3083,52
7032,Amber,847,4184,40
7033,Matthew,1460,2719,22
7034,Brenda,869,2401,62
7035,Alicia,1768,1812,38
7036,John,1867,2107,143
7037,Cameron,1734,2115,34
7038,Tiffany,1401,4863,121
7039,Megan,2019,2899,23
7040,Jake,1744,4924,105
7041,Leah,790,4682,111
7042,Andrea,1203,2232,127
7043,Traci,975,3898,84
7044,Carla,1689,590,50
7045,Leslie,1600,4093,87
7046,Sean,952,947,47
7047,Mario,1064,1515,138
7048,Isabel,1668,473,127
7049,Tracy,2005,2145,32
7050,Douglas,1961,2841,96
7051,Michelle,815,633,46
7052,Caitlin,1818,54,141
7053,Robert,1368,978,101
7054,Nathan,1919,2312,22
7055,Jennifer,1264,4973,25
7056,Michael,1900,4638,15
7057,Joshua,1670,2859,123
7058,Christy,1855,3823,15
7059,Ashley,2005,1412,42
7060,Dennis,1875,305,99
7061,Micheal,1255,1574,17
7062,Stephen,967,1718,83
7063,Margaret,1776,2391,70
7064,Jon,844,3672,1
7065,Theresa,1333,49,59
7066,Karla,1554,1254,71
7067,Scott,1363,1447,95
7068,Jeffery,963,3563,0
7069,Charles,1220,1311,80
7070,Bryan,1276,4430,139
7071,Tracy,1086,4832,81
7072,Mike,1380,2648,108
7073,John,1318,404,50
7074,Karen,1307,345,70
7075,Andrew,842,3047,87
7076,Christopher,1085,2198,95
7077,Paula,1090,916,45
7078,Craig,1918,4596,22
7079,Clayton,960,3383,132
7080,Alison,1439,4696,66
7081,Diana,1641,3320,7
7082,Hannah,1415,222,132
7083,Carrie,1502,2614,112
7084,Matthew,1832,2923,49
7085,Sharon,834,4817,116
7086,Ashley,1070,864,112
7087,Bradley,882,3392,115
7088,Melissa,1827,2834,22
7089,Patricia,1448,1132,84
7090,Kimberly,1114,1899,41
7091,Steven,1921,1485,85
7092,Alexander,1126,397,48
7093,Michael,1701,4026,121
7094,Teresa,1580,1446,67
7095,Alan,839,1609,143
7096,Kent,1266,788,121
7097,Olivia,2006,2249,42
7098,Dawn,1723,4434,92
7099,Holly,1832,244,64
7100,Jasmine,819,4723,27
7101,David,1218,3006,25
7102,Carlos,1692,4831,102
7103,Pamela,1139,711,84
7104,Diane,1596,745,43
7105,Donna,1616,2327,62
7106,Samantha,1367,881,25
7107,Linda,1503,3334,8
7108,Brittany,1521,464,42
7109,Theodore,1765,3810,16
7110,Jason,904,4411,20
7111,Travis,1299,1514,36
7112,Bobby,1383,2825,97
7113,Lisa,1031,4335,136
7114,Kim,1174,4943,2
7115,Jon,1045,1885,68
7116,Chelsea,1855,3130,106
7117,Wendy,1934,456,58
7118,Sara,1444,4924,20
7119,Matthew,1123,153,143
7120,Cody,1113,4470,68
7121,Jason,1977,938,68
7122,Cindy,849,1583,92
7123,Jessica,972,1814,64
7124,John,1491,1836,100
7125,Tammy,1636,563,57
7126,Morgan,1288,1339,23
7127,Kristen,1627,1888,18
7128,Darrell,919,169,71
7129,Deborah,828,4121,137
7130,Tiffany,1837,445,99
7131,Frank,1472,3486,4
7132,Laura,1435,1439,52
7133,Lauren,980,2853,87
7134,Lauren,1885,1311,35
7135,Colleen,1980,58,130
7136,Stephanie,1218,4050,142
7137,Daniel,1307,4738,90
7138,Austin,1714,2740,60
7139,Heidi,1809,1434,141
7140,Gwendolyn,1369,3606,136
7141,Kelly,959,2968,5
7142,Megan,851,4073,52
7143,Austin,1198,2210,121
7144,Jennifer,1467,636,119
7145,Cody,835,1167,69
7146,Barbara,776,4315,42
7147,Roger,1437,3670,24
7148,Luke,1045,4420,33
7149,Kathy,1895,2953,8
7150,Amber,1609,3322,28
7151,Wesley,1287,1690,80
7152,Alex,825,4878,61
7153,Melanie,1092,1261,6
7154,David,1902,1760,98
7155,Christopher,877,1945,81
7156,Robert,1093,4284,87
7157,Kevin,1491,795,23
7158,Jeffrey,1348,539,39
7159,Timothy,1020,4255,61
7160,Jason,1875,561,34
7161,Julie,1569,2697,42
7162,Troy,1021,3969,124
7163,Cassandra,1043,1007,131
7164,Taylor,973,3302,95
7165,Christopher,1204,2316,141
7166,William,856,4288,59
7167,Robert,843,1776,93
7168,Michael,1495,2510,97
7169,Patty,1145,2491,54
7170,Angela,1133,1576,112
7171,Nicole,1099,4381,17
7172,Erica,1545,4978,104
7173,Joshua,1292,1489,117
7174,Patricia,2010,2691,99
7175,Brianna,1101,4848,80
7176,Kenneth,1358,1983,134
7177,Lauren,859,4634,43
7178,Harry,1765,2874,104
7179,Jason,1373,1650,125
7180,Jessica,1493,3762,28
7181,Kara,1146,1314,69
7182,Marc,1406,1691,95
7183,Nicole,1287,1442,28
7184,Ronnie,791,73,88
7185,Sheryl,838,2622,30
7186,Stephanie,1353,1686,41
7187,Elizabeth,1979,2053,127
7188,Rebekah,1153,3054,28
7189,Tammy,1349,4037,47
7190,Lisa,2000,4643,17
7191,Wendy,1550,3088,22
7192,Madeline,1541,2687,127
7193,Randy,1852,3246,41
7194,John,1642,2850,58
7195,Amy,766,2889,56
7196,Sandra,1160,4512,4
7197,Courtney,1258,369,33
7198,Jillian,1314,2265,84
7199,Trevor,1081,4246,50
7200,Jennifer,967,162,61
7201,Stacy,1711,810,100
7202,Anthony,1292,1417,91
7203,Danielle,1265,3705,64
7204,Todd,1364,669,109
7205,Andrew,1702,1136,108
7206,David,1679,3135,105
7207,Madeline,1855,1093,62
7208,Maurice,991,1150,144
7209,Breanna,1423,3657,80
7210,Pamela,1924,1428,108
7211,Christopher,1364,2651,103
7212,Carlos,823,2306,66
7213,Lauren,1900,1571,8
7214,Dana,1766,998,92
7215,Brianna,1672,1578,91
7216,Stephanie,835,138,61
7217,Timothy,1570,722,4
7218,Nicole,1888,4990,38
7219,Victoria,1065,1895,88
7220,Timothy,1273,731,97
7221,Brianna,1595,4000,51
7222,Nancy,2020,585,30
7223,Joseph,808,485,115
7224,Dennis,2009,4531,16
7225,Charles,978,2620,112
7226,Maria,1132,128,4
7227,Edward,1084,2162,118
7228,Darren,1564,3920,70
7229,Ryan,1012,2227,47
7230,Dawn,1845,269,62
7231,Christopher,1746,1442,24
7232,Mary,937,1965,16
7233,Samantha,1249,2056,56
7234,Michael,1834,1707,48
7235,Jonathan,2014,1104,83
7236,Jacqueline,1019,168,38
7237,Marc,1076,1581,69
7238,Ashley,868,4139,128
7239,Maria,899,4451,87
7240,Holly,1239,3019,36
7241,Roy,1415,4863,67
7242,Cody,1268,914,52
7243,Susan,1631,3203,24
7244,Jennifer,1677,895,3
7245,Kevin,1308,3713,32
7246,Andrew,1752,4311,56
7247,Angelica,1488,2881,35
7248,Craig,1675,3902,60
7249,Laura,1285,1798,33
7250,Amy,1075,744,124
7251,Lacey,862,4718,68
7252,Debra,920,1174,20
7253,Victoria,1854,1795,115
7254,Mark,948,1953,114
7255,Helen,1129,2978,117
7256,Megan,1186,3360,81
7257,Colin,1704,963,87
7258,James,1754,4382,51
7259,Wanda,1794,1015,20
7260,Daniel,1540,2737,69
7261,Luis,1952,2279,21
7262,Ryan,1028,2252,36
7263,Cynthia,1163,4578,99
7264,Jeffrey,1563,3847,128
7265,Julie,1059,4127,5
7266,Robert,1387,3821,45
7267,Travis,1300,2,38
7268,Kyle,1204,2193,110
7269,Kurt,1943,2911,23
7270,Emily,1590,420,97
7271,Chase,1455,4058,44
7272,Michael,1506,3634,36
7273,Jennifer,2022,1128,51
7274,Steven,1378,3874,44
7275,Justin,1712,1279,17
7276,Joseph,1507,2207,62
7277,Jennifer,1623,977,64
7278,Amy,1185,2848,137
7279,Kathryn,1621,3620,101
7280,Michele,1646,2481,131
7281,Brent,1603,1795,94
7282,Rebecca,832,3747,56
7283,Emily,1708,3812,21
7284,Nicole,1888,4423,144
7285,Meghan,1767,1265,33
7286,Scott,929,4992,100
7287,William,1877,3238,116
7288,Theresa,1874,924,19
7289,Jacob,880,448,114
7290,Kimberly,1433,2856,81
7291,Allen,883,1708,100
7292,Andrea,1389,3447,137
7293,Mallory,1293,3736,21
7294,Sean,1074,3816,72
7295,Karen,1121,3372,125
7296,Kelly,772,358,60
7297,Sara,829,3991,106
7298,Eric,1149,1721,107
7299,Daniel,992,291,40
7300,Jesus,1154,4291,119
7301,Benjamin,1503,4565,130
7302,Samuel,1693,4275,128
7303,Margaret,1421,418,77
7304,Linda,1689,4052,54
7305,Lauren,1385,4017,80
7306,Juan,978,2086,25
7307,Kevin,792,3957,58
7308,Grace,1397,1079,11
7309,Mary,1190,2980,35
7310,Benjamin,1600,2024,79
7311,Brandon,1442,712,40
7312,Isabella,804,2960,11
7313,Melissa,1002,2477,41
7314,Gloria,2021,4246,120
7315,Jaime,1098,1030,107
7316,Chad,1029,2608,18
7317,Ronnie,1857,1078,91
7318,Angela,1342,1739,5
7319,Renee,1482,2365,7
7320,Daniel,1759,3052,93
7321,Kimberly,819,4022,89
7322,Susan,894,1220,138
7323,John,1460,2886,140
7324,Eric,1784,4988,113
7325,Antonio,1797,4609,119
7326,James,1513,4337,58
7327,Mark,1683,3182,58
7328,Alexander,1287,1967,82
7329,Bruce,978,324,38
7330,Shannon,1760,3990,66
7331,Kristin,1520,3854,54
7332,Matthew,1209,3409,30
7333,Douglas,1062,1579,136
7334,Scott,1225,831,117
7335,Jeffrey,1584,1510,89
7336,Jill,1678,4107,103
7337,David,1953,4467,111
7338,Tracy,1262,3182,63
7339,Gloria,1527,2606,127
7340,Lynn,888,3197,119
7341,Christopher,1547,4606,6
7342,James,1470,1604,81
7343,Mandy,785,4080,136
7344,April,1770,1967,30
7345,Andrew,770,2261,109
7346,Hunter,797,2916,36
7347,Christy,1274,475,10
7348,Cathy,1356,865,131
7349,Mary,1499,4315,55
7350,Gerald,1340,4397,134
7351,Paul,1329,612,98
7352,Michael,1699,2430,27
7353,Kelly,973,4964,38
7354,Steven,1709,503,29
7355,Heather,1660,4400,50
7356,Kenneth,1333,2749,84
7357,Michael,1855,3298,70
7358,Bruce,1248,885,56
7359,James,1450,578,109
7360,Reginald,1526,4452,136
7361,Natalie,896,3284,72
7362,Gregory,810,130,89
7363,Leslie,852,4125,128
7364,Angela,2018,2909,93
7365,Darlene,1186,4855,17
7366,Craig,1167,1791,32
7367,Andrea,1729,2054,140
7368,Juan,1680,863,109
7369,Karen,1234,2277,116
7370,Christopher,1898,2516,123
7371,Stacey,1933,4987,109
7372,Karen,1893,463,84
7373,Samantha,984,3388,40
7374,Darren,1779,1505,78
7375,Tommy,1089,1770,18
7376,Kelly,1301,3542,38
7377,James,1282,2588,75
7378,Hannah,1664,4212,137
7379,Shirley,1353,2843,49
7380,Mark,1707,2441,100
7381,Melissa,803,2626,105
7382,Melanie,1806,3135,118
7383,Sherry,1423,2154,128
7384,Luis,1472,3407,68
7385,Gina,1239,4416,92
7386,Robert,1770,186,56
7387,Jessica,1702,1225,142
7388,Robert,1411,990,126
7389,Jennifer,1883,4797,57
7390,Kevin,1530,4566,20
7391,Mitchell,1388,2990,109
7392,Reginald,1885,3680,76
7393,Raymond,1080,4994,97
7394,Blake,1937,4861,85
7395,Kristen,1166,1999,73
7396,Tyler,779,2529,12
7397,Christopher,1994,2369,15
7398,Kiara,2004,3114,8
7399,Frank,1780,1793,43
7400,Cheryl,1196,2339,69
7401,Matthew,2001,4385,77
7402,Abigail,1172,4326,18
7403,Natasha,1788,1914,14
7404,Whitney,1938,390,16
7405,Joseph,1434,1031,0
7406,Courtney,1953,3310,97
7407,Justin,1193,2439,92
7408,Kelly,2014,4978,102
7409,Keith,1966,2253,66
7410,Jason,1172,4107,133
7411,David,1072,1087,14
7412,Maurice,1574,4214,133
7413,Jennifer,1441,4148,51
7414,Tony,2014,82,53
7415,Kimberly,1727,131,25
7416,Antonio,800,2170,34
7417,Jennifer,1019,3473,7
7418,Alexis,1660,1824,75
7419,Ellen,1203,1728,66
7420,Renee,1787,2169,28
7421,Lori,1025,1001,69
7422,Debra,1633,4623,54
7423,Wesley,1558,1925,138
7424,Lisa,1442,1230,101
7425,Rodney,909,2264,23
7426,John,1217,301,118
7427,Jessica,832,3085,109
7428,Michelle,1359,2493,51
7429,Theresa,807,4476,100
7430,Adam,1434,1226,140
7431,Darryl,807,2854,56
7432,Sarah,1402,3138,3
7433,Danielle,896,2398,62
7434,Brandon,966,3537,102
7435,Amy,1695,3792,128
7436,Brian,1433,2376,72
7437,Ashley,988,1165,76
7438,Kyle,1692,4061,32
7439,Kristen,1976,2973,30
7440,Katherine,1971,3189,17
7441,Katie,1454,4589,47
7442,Benjamin,1594,1727,55
7443,Carlos,1818,1589,4
7444,Michael,1533,1141,5
7445,Christopher,1248,3069,79
7446,Grace,878,3292,121
7447,William,2004,632,23
7448,Richard,1912,2242,123
7449,Luis,1669,2973,45
7450,Bob,1578,4659,87
7451,Larry,1978,2012,99
7452,Charles,1800,3252,112
7453,Oscar,1495,734,99
7454,Michael,951,6,132
7455,Edward,1378,1779,44
7456,Amanda,1857,1482,78
7457,Michelle,1949,3509,102
7458,Peter,1237,2557,133
7459,Shannon,881,2031,106
7460,Joseph,1120,1472,49
7461,Nicholas,933,2707,80
7462,Robert,1948,1025,46
7463,Hannah,1622,2687,114
7464,Felicia,1306,4676,79
7465,Lisa,1504,2295,118
7466,Danielle,1930,492,72
7467,Tammy,1639,4502,57
7468,Jennifer,1429,2110,4
7469,Michael,1936,729,89
7470,Tammy,1872,1208,63
7471,Stacy,981,2376,23
7472,Frances,1983,928,54
7473,Christopher,1578,1463,92
7474,Anthony,1897,2051,128
7475,Eric,1741,219,93
7476,Donna,1669,4855,49
7477,Victor,1418,1605,53
7478,Andrea,1643,781,139
7479,Alan,1099,3831,42
7480,Brian,1127,424,25
7481,Michael,806,469,132
7482,Calvin,1920,2785,97
7483,Brent,1909,1957,90
7484,Donna,1832,1598,1
7485,Kenneth,769,1826,22
7486,Jennifer,1579,2062,94
7487,Kaitlyn,1109,3114,138
7488,Rodney,935,475,96
7489,Andrea,811,3590,47
7490,Vanessa,1128,2243,42
7491,Cheyenne,1436,264,74
7492,Amy,1668,1837,75
7493,Breanna,1523,4580,72
7494,Charles,953,2850,41
7495,Lee,1616,359,70
7496,Jose,1653,2109,30
7497,Cory,997,3809,125
7498,Timothy,1168,4808,82
7499,Ryan,1446,2471,63
7500,Danny,1844,2634,57
7501,Cindy,1818,3273,12
7502,Meagan,1859,4919,0
7503,Jennifer,1193,3336,93
7504,Amy,1818,126,131
7505,Michael,1768,2856,59
7506,Kyle,1035,4528,51
7507,Zachary,1704,4034,67
7508,Shelly,1964,3936,73
7509,Edward,1058,894,50
7510,Nicholas,1355,745,82
7511,Jeremy,1975,3284,68
7512,Victor,1629,1715,56
7513,Heather,1170,4198,11
7514,William,945,2810,65
7515,Duane,775,4840,39
7516,Tina,1151,2593,22
7517,Jenna,1661,2330,52
7518,Anthony,1004,3616,117
7519,Samantha,1368,1540,26
7520,Sarah,969,4796,33
7521,Jennifer,1130,3508,45
7522,Kevin,845,4863,25
7523,Vanessa,1928,892,108
7524,Nichole,928,1197,55
7525,Kimberly,1412,833,65
7526,Robert,1364,4702,70
7527,Julia,1870,1607,7
7528,Jennifer,1019,2762,90
7529,Kimberly,1135,727,50
7530,Rachael,2006,976,8
7531,Melissa,1624,3195,105
7532,Mary,1094,235,99
7533,Heather,1420,930,8
7534,Christopher,1925,420,143
7535,Jermaine,1037,3397,72
7536,Angela,1946,2319,47
7537,Richard,1380,4498,70
7538,Daniel,1315,1405,22
7539,Jack,1682,1193,34
7540,Robert,2011,3500,111
7541,Christopher,1875,3648,10
7542,Sheri,1732,4991,20
7543,Elizabeth,917,4611,62
7544,Gary,1700,1489,110
7545,Kenneth,1909,2056,102
7546,Yvonne,1325,3876,108
7547,Mark,1407,1466,93
7548,Daisy,807,4707,134
7549,Beth,2019,4117,137
7550,Paul,810,3295,103
7551,Brandon,966,1003,18
7552,Tracy,1488,2215,126
7553,Jeffrey,1595,3668,25
7554,Matthew,1617,3133,68
7555,Sheila,1843,319,44
7556,Dawn,1149,2759,115
7557,Dawn,977,3779,50
7558,Samantha,1778,1168,122
7559,Elizabeth,814,1012,97
7560,Linda,969,2560,76
7561,Gregory,1002,1188,126
7562,Andrew,1266,2264,124
7563,Nichole,1395,1887,82
7564,David,1982,3203,17
7565,Tracy,1141,4896,14
7566,David,1779,11,23
7567,Brandy,1650,2656,11
7568,Sophia,1014,6,122
7569,Monica,805,192,7
7570,Christine,1037,3743,95
7571,Jodi,1846,3226,20
7572,Michael,1464,942,44
7573,Elizabeth,817,264,31
7574,Catherine,1196,340,33
7575,Michael,1725,4119,17
7576,Joseph,1197,1966,65
7577,Colin,863,4935,95
7578,Andre,887,2986,12
7579,David,904,1553,70
7580,Melissa,1677,4680,132
7581,Scott,1227,2131,129
7582,Kristopher,1395,684,35
7583,Lisa,1450,3502,124
7584,Latoya,1787,1312,82
7585,Elizabeth,1907,1970,138
7586,Michael,1822,2832,110
7587,Michael,1172,2803,64
7588,Alison,1820,2978,124
7589,Tara,1840,2112,22
7590,Jennifer,1682,4585,125
7591,Hector,916,4104,1
7592,Edward,1047,1639,18
7593,Heather,1228,129,6
7594,Mary,1941,1369,85
7595,Mary,1255,698,52
7596,Peter,1882,3964,19
7597,Rebecca,1353,4196,33
7598,Justin,1833,1436,131
7599,Linda,1859,812,97
7600,Albert,1209,888,66
7601,Jimmy,1661,3860,98
7602,Martin,1492,288,43
7603,Elizabeth,1927,4451,122
7604,Phillip,1187,4752,82
7605,Mary,786,4090,46
7606,Travis,1156,2166,121
7607,Julia,1084,10,52
7608,Julie,1522,1652,23
7609,David,1960,4054,66
7610,Jason,1072,712,112
7611,James,1323,834,91
7612,Susan,1740,3999,107
7613,Jason,765,1636,80
7614,Tracy,1902,1522,48
7615,Chris,953,3131,92
7616,Elijah,896,2818,3
7617,Kayla,1071,1664,121
7618,Matthew,767,4033,79
7619,Lisa,910,2730,13
7620,Heather,1507,2891,60
7621,Sonya,1839,3404,91
7622,Jasmine,927,2791,79
7623,Anita,1140,441,87
7624,Patrick,984,1394,129
7625,Alexandra,787,1588,29
7626,Jocelyn,1227,1601,72
7627,Kayla,944,1462,8
7628,Joseph,882,660,128
7629,Shannon,1541,3097,36
7630,Michael,1258,2054,64
7631,William,1885,2459,82
7632,George,1473,2813,74
7633,Ronald,1973,1756,31
7634,Jodi,1703,292,49
7635,Diana,1068,2576,105
7636,Stephen,1328,3001,7
7637,Nicole,1466,146,100
7638,Stacey,1652,4757,44
